created_at	author_id	geo__place_id	id	text	place_info__id	place_info__place_type	place_info__full_name	place_info__geo__type	place_info__geo__bbox__001	place_info__geo__bbox__002	place_info__geo__bbox__003	place_info__geo__bbox__004	place_info__name	y_average	x_average
2021-03-16T21:47:12.000Z	1.09081E+18	002e24c6736f069d	1.37194E+18	@RealCandaceO She’s got an ax to grind because she sees how #BlackGirlMagic really works. When you can. Command legions with lyrics. Jealousy is not a good look on you. #tell #BlackLivesMatter #WAP #CardiB #megtheestallion	002e24c6736f069d	city	"Bronx, NY"	Feature	-73.933612	40.785365	-73.765271	40.91533	Bronx	40.8503475	-73.8494415
2021-03-16T21:46:24.000Z	9.64637E+17	53b67b1d1cc81a51	1.37194E+18	Last year 21 year old Blessings Olusegun dead body was found on a Sussex beach. There was no investigation or media coverage. The Police said there was nothing to investigate. Please sign the petition to reopen this case! #BLM #ReclaimTheseStreets 😪🙏🏽💜\nhttps://t.co/nzTxcSdxnm	53b67b1d1cc81a51	city	"Birmingham, England"	Feature	-2.033651	52.381063	-1.74763	52.60687	Birmingham	52.4939665	-1.8906405
2021-03-16T21:41:25.000Z	1.09081E+18	002e24c6736f069d	1.37194E+18	@RealCandaceO Power shouldn’t be hating on other power. #BlackGirlMagic #BlackTwitter #BLM	002e24c6736f069d	city	"Bronx, NY"	Feature	-73.933612	40.785365	-73.765271	40.91533	Bronx	40.8503475	-73.8494415
2021-03-16T21:41:21.000Z	22664654	895f19a3c08d3d35	1.37194E+18	Stop funding republicans in #GEORGIA moving to crush elections &amp; democracy @WorldofCocaCola @CocaCola @CocaColaCo because I’m a lifetime customer!#blacklivesmatter @staceyabrams @JoyAnnReid https://t.co/ttUy9bYyk8	895f19a3c08d3d35	city	"Ontario, CA"	Feature	-117.6836	33.997213	-117.5239664	34.093104	Ontario	34.0451585	-117.6037832
2021-03-16T21:39:45.000Z	457877484	f995a9bd45d4a867	1.37194E+18	We don't hear that Deray cool blue Powerade color vest ass talk about BLM anymore	f995a9bd45d4a867	city	"Memphis, TN"	Feature	-90.135782	34.994192	-89.708276	35.2728491	Memphis	35.13352055	-89.922029
2021-03-16T21:37:00.000Z	1.28013E+18	00c39537733fa112	1.37194E+18	Public comment has started!! #publicsafetyhearing #defundnypd #blm	00c39537733fa112	city	"Queens, NY"	Feature	-73.962582	40.541722	-73.699793	40.8000371	Queens	40.67087955	-73.8311875
2021-03-16T21:36:15.000Z	155704077	4f5e9c38e0de7f69	1.37194E+18	#Brexit #ukip #BLM #culturewar #lockdown #COVID19 #COVIDVaccination https://t.co/bYnvpGE0xA	4f5e9c38e0de7f69	city	"Wednesfield, England"	Feature	-2.164786	52.546974	-2.048029	52.637542	Wednesfield	52.592258	-2.1064075
2021-03-16T21:29:17.000Z	8.12132E+17	a592bd6ceb1319f7	1.37194E+18	"@WSJopinion @SenRonJohnson I heard what you said. No one twisted it. You weren’t afraid of an angry mob of mostly white rioters that stormed the Capitol, broke windows, clubbed police officers, sprayed bear spray at police officers and killed a police officer. But BLM marchers make you a bit scared."	a592bd6ceb1319f7	city	"San Diego, CA"	Feature	-117.282538	32.53962	-116.9274403	33.0804044	San Diego	32.8100122	-117.1049892
2021-03-16T21:25:08.000Z	59788326	5ef832bb704339b0	1.37194E+18	"@pvesterbacka I can relate to these young women, wrote a reflection with BLM movement - coming clean on my own shame of being different, a foreigner. I say embrace a universal sense of identity. Bloom where you are planted. Support #antiracism #rasisminvastainenviikko \nhttps://t.co/VMdiKKVzU3"	5ef832bb704339b0	city	"Helsinki, Finland"	Feature	24.78281	60.021032	25.2544364	60.2979104	Helsinki	60.1594712	25.0186232
2021-03-16T21:17:28.000Z	876105001	6e137e292946d911	1.37193E+18	I feel like #blacklivesmatter coulda sent out stimulus checks to black people but whatevs.	6e137e292946d911	city	"Timberlane, LA"	Feature	-90.044486	29.8481	-90.01741	29.898203	Timberlane	29.8731515	-90.030948
2021-03-16T21:08:34.000Z	1.2592E+18	07d9d56198088000	1.37193E+18	Happiness Is Key 🔑 💯 | @skandlethetruth \n( Before &amp; After ) \n\n#photography #photoshoot #twitter #photoshop #lightroom #donvisuals #LikeForLikes #Like #retweet #art #blm #blackphotographer #model #Twitter #social #work #models #grind #entreprenuer #blackphotographer #nice https://t.co/o3RHBbrNIW	07d9d56198088000	poi	The DMV	Feature	-76.95712566	38.85115854	-76.95712566	38.85115854	The DMV	38.85115854	-76.95712566
2021-03-16T21:08:23.000Z	362241717	01e74c422dab6107	1.37193E+18	Am I allowed the loot and riot now ?  Just wanted to make sure #BLM   @CNNPolitics @TheDemocrats https://t.co/BlrLPdWwc4	01e74c422dab6107	city	"Cinco Ranch, TX"	Feature	-95.8463667	29.676113	-95.711056	29.7678652	Cinco Ranch	29.7219891	-95.77871135
2021-03-16T21:06:36.000Z	2990791726	0fc3a93764541000	1.37193E+18	Tough Truck Tuesday!2020 Shelby SuperSnake F150!770 Horsepower!Contact Winston at wbennett@buycolonialford.com #tuesdayvibe #tuesdaymotivations #Tuesday #TuesdayFeeling #horsepower #horsepower #BlackLivesMatter https://t.co/oJmB1o7vAX	0fc3a93764541000	poi	Colonial Ford	Feature	-70.68715978	41.95235081	-70.68715978	41.95235081	Colonial Ford	41.95235081	-70.68715978
2021-03-16T20:59:39.000Z	1154071088	179b8df9e368044d	1.37193E+18	@adel_blm Ouais mdrr. Et juste le fait de finir les cours après 20:30 me fait mal	179b8df9e368044d	city	"Lyon, France"	Feature	4.7718312	45.7073626	4.8983666	45.80828	Lyon	45.7578213	4.8350989
2021-03-16T20:50:42.000Z	46682191	4cb9dedf236475ad	1.37193E+18	"@iqbalbasagili masa kadaluarsanya dipercepat karena EUA hanya berlaku 6bln. Di kemasannya 2023, tp aku sih blm vaksin jd ga bs lihat."	4cb9dedf236475ad	city	"Jagakarsa, Indonesia"	Feature	106.799599	-6.3641	106.863	-6.301504	Jagakarsa	-6.332802	106.8312995
2021-03-16T20:50:06.000Z	190739967	92220986b9dfd67d	1.37193E+18	I'm currently working on a piece about #BlackLivesMatter and the #bamazonunion drive. Should be done soon	92220986b9dfd67d	city	"Birmingham, AL"	Feature	-86.967333	33.405025	-86.620501	33.67945	Birmingham	33.5422375	-86.793917
2021-03-16T20:48:52.000Z	7.79769E+17	208d28e57bdc12e9	1.37193E+18	"@dontforgetchaos Who will protect the normal working man from hordes of deranged BLM style suffragette paranoid menopausal female (other genders are available- lots of them according to this lot) crackheads?\n\nMore to the point, where has women’s equality gone?\nI thought we were the same now??"	208d28e57bdc12e9	admin	"Wales, United Kingdom"	Feature	-5.353406781	51.378778	-2.649827079	53.4300939	Wales	52.40443595	-4.00161693
2021-03-16T20:48:42.000Z	27275016	b49f565245b0c54d	1.37193E+18	“Ghosted BLM” is killing me😭😭😭😭 https://t.co/wCyW6hu7WY	b49f565245b0c54d	city	"LaGrange, GA"	Feature	-85.154953	32.970746	-84.962489	33.107996	LaGrange	33.039371	-85.058721
2021-03-16T20:37:10.000Z	110551404	b5c48345cd8cea42	1.37192E+18	Protestas BLM ⭐⭐⭐⭐⭐⭐@bcnlegends.tv @bcnlegendss telegram tiktok YouTube Facebook tweeter cuando cierren esta cuenta. #bcnlegends #urbangraffitisbcn #blegends #tgnlegends en Belgium https://t.co/eLUEOTMwBa	b5c48345cd8cea42	city	"Diest, België"	Feature	4.9949465	50.9429794	5.1592885	51.0499292	Diest	50.9964543	5.0771175
2021-03-16T20:35:26.000Z	446354906	3b4abe7dce81813a	1.37192E+18	All you BLM  brexit   Anti jab etc you know best please give me some winners tomorrow	3b4abe7dce81813a	city	"Oldham, England"	Feature	-2.185708	53.492866	-2.048031	53.592865	Oldham	53.5428655	-2.1168695
2021-03-16T20:33:58.000Z	186936384	01bf5c1e56ac186d	1.37192E+18	@Hessian_Mohd Just shows how these “humanitarian” groups are selective to the cases they support according to their political agendas. I no longer trust any of them.  What happened to those migrants should break the internet. #BlackLivesMatter	01bf5c1e56ac186d	city	"Riyadh, Kingdom of Saudi Arabia"	Feature	46.3043976	24.3320675	47.0657557	25.1118193	Riyadh	24.7219434	46.68507665
2021-03-16T20:31:42.000Z	1154071088	179b8df9e368044d	1.37192E+18	@adel_blm C’est parce que je me fais avoir par le décalage horaire	179b8df9e368044d	city	"Lyon, France"	Feature	4.7718312	45.7073626	4.8983666	45.80828	Lyon	45.7578213	4.8350989
2021-03-16T20:30:36.000Z	237700764	feb0fc297a00e5bb	1.37192E+18	"oiyaaaa pajaaaak, spt tahunan gw blm lapor, kan jd kepikiran kan, kan ibab kan..."	feb0fc297a00e5bb	city	"Pesanggrahan, Indonesia"	Feature	106.725732	-6.29548	106.781645	-6.213698	Pesanggrahan	-6.254589	106.7536885
2021-03-16T20:29:01.000Z	1395083317	25b176c519f167e6	1.37192E+18	The protests are following the path of BLM in the US. First pick a death you can pin on the police. Next demonstrate &amp; target the police to make them look at fault. Render the police impotent &amp; then intimidate the public into submission. 1/2	25b176c519f167e6	city	"Broadstairs, England"	Feature	1.3832097	51.326601	1.449228	51.377546	Broadstairs	51.3520735	1.41621885
2021-03-16T20:22:21.000Z	409736946	58c344e92b360486	1.37192E+18	@kismetspawn @CoolKrista @drfarls @OKBJGM Just because I agree with what BLM is fighting for (police reform) doesn't mean I promote violence towards cops or anyone for that matter. I think if we had more peaceful protests and understanding of one another we'd all get along better.	58c344e92b360486	city	"Innisfail, Alberta"	Feature	-113.9919346	51.998522	-113.9015075	52.049755	Innisfail	52.0241385	-113.9467211
2021-03-16T20:21:35.000Z	1.33493E+18	43d2418301bf1a49	1.37192E+18	@ODehaviland @comboverwhelmed @NettieMarieJ @markmobility @Profepps @mtgreenee BLM And antifa are intimidation and hate.	43d2418301bf1a49	admin	"Mississippi, USA"	Feature	-91.655009	30.146096	-88.097889	34.995968	Mississippi	32.571032	-89.876449
2021-03-16T20:13:23.000Z	3215401534	76c1bb41d3de7ff1	1.37192E+18	"what’s going on with BLM is so embarrassing. u typa niggas ain’t never seeing heaven, it’s trifling 😭"	76c1bb41d3de7ff1	city	"Huntsville, AL"	Feature	-86.7858813	34.5784264	-86.4369414	34.833627	Huntsville	34.7060267	-86.61141135
2021-03-16T20:11:23.000Z	1.28487E+18	a76c0cd7d56c4836	1.37192E+18	"#onlyfans #lightfairy #blacklivesmatter @ Russia, Saint-Petersburg https://t.co/aOFt0WmjIi"	a76c0cd7d56c4836	city	"Saint Petersburg, Russia"	Feature	30.0896894	59.7761714	30.5677067	60.0921253	Saint Petersburg	59.93414835	30.32869805
2021-03-16T20:11:10.000Z	1.27972E+18	7b6d4729251ea40b	1.37192E+18	@BagvsW blm tidur tepatnya 😌	7b6d4729251ea40b	admin	"East Nusa Tenggara, Indonesia"	Feature	118.927002	-11.007615	125.193333	-8.063357	East Nusa Tenggara	-9.535486	122.0601675
2021-03-16T20:07:45.000Z	1.24943E+18	0ae69e013c51bacc	1.37192E+18	@RepMondaire it’s time to be on the right side of history. Support the #MedicareForAll Act 2021. Our community of color needs it . #BlackLivesMatter https://t.co/nmgvawwACs	0ae69e013c51bacc	city	"West Ocean City, MD"	Feature	-75.130629	38.308948	-75.093911	38.368193	West Ocean City	38.3385705	-75.11227
2021-03-16T20:03:35.000Z	1.33661E+18	457b4814b4240d87	1.37192E+18	@thatdamndragin Parliament square this afternoon. Blm/ police brutality etc.  Everyone looked at me funnny because I wasn't wearing a mask.  Cops didn't care	457b4814b4240d87	city	"London, England"	Feature	-0.187894	51.483718	-0.109978	51.5164655	London	51.50009175	-0.148936
2021-03-16T20:02:43.000Z	17897903	723427e351a01e72	1.37191E+18	@WFjordian @TadhgHickey Article about it on that site https://t.co/DaoPYFHXCD	723427e351a01e72	city	"Dun Laoghaire-Rathdown, Ireland"	Feature	-6.2820377	53.1992829	-6.0667589	53.315283	Dun Laoghaire-Rathdown	53.25728295	-6.1743983
2021-03-16T19:59:52.000Z	1066544490	0e587c59401d0a27	1.37191E+18	@blm_fire That's a lie we have more than 163 MP's	0e587c59401d0a27	city	"Pretoria, South Africa"	Feature	27.9483035	-25.9157727	28.4198285	-25.5894376	Pretoria	-25.75260515	28.184066
2021-03-16T19:59:41.000Z	48566593	da0c7aa4051bcab4	1.37191E+18	@JasonTheMover @Jingo360 @kenyafrmcali @nytimes But BLM burning down federal buildings was ok?	da0c7aa4051bcab4	city	"Brush, CO"	Feature	-103.660417	40.244016	-103.6128288	40.276334	Brush	40.260175	-103.6366229
2021-03-16T19:54:50.000Z	26739412	ecbe2aea853af44e	1.37191E+18	@Modmother @_Kerosun_ @MattWalshBlog @alwight4 #NewHeroz 🦸🏽‍♂️ #21\nhttps://t.co/0UilS88KR8 \n✊🏾✊🏾\n\nSubscribe &amp; Share \n#NewHeroz 🦸🏾‍♂️ #BlackExcellence \n#BlackLivesMatter	ecbe2aea853af44e	city	"Tallahassee, FL"	Feature	-84.386548	30.365093	-84.1458	30.587338	Tallahassee	30.4762155	-84.266174
2021-03-16T19:54:44.000Z	26739412	ecbe2aea853af44e	1.37191E+18	@IAM_OneofSun @ColorOfChange @AOC @MoveOn #NewHeroz 🦸🏽‍♂️ #21\nhttps://t.co/0UilS88KR8 \n✊🏾✊🏾\n\nSubscribe &amp; Share \n#NewHeroz 🦸🏾‍♂️ #BlackExcellence \n#BlackLivesMatter	ecbe2aea853af44e	city	"Tallahassee, FL"	Feature	-84.386548	30.365093	-84.1458	30.587338	Tallahassee	30.4762155	-84.266174
2021-03-16T19:54:38.000Z	26739412	ecbe2aea853af44e	1.37191E+18	@WokeTeacher35 @danieteebee #NewHeroz 🦸🏽‍♂️ #21\nhttps://t.co/0UilS88KR8 \n✊🏾✊🏾\n\nSubscribe &amp; Share \n#NewHeroz 🦸🏾‍♂️ #BlackExcellence \n#BlackLivesMatter	ecbe2aea853af44e	city	"Tallahassee, FL"	Feature	-84.386548	30.365093	-84.1458	30.587338	Tallahassee	30.4762155	-84.266174
2021-03-16T19:54:32.000Z	26739412	ecbe2aea853af44e	1.37191E+18	@MikeB1MileHi #NewHeroz 🦸🏽‍♂️ #21\nhttps://t.co/0UilS88KR8 \n✊🏾✊🏾\n\nSubscribe &amp; Share \n#NewHeroz 🦸🏾‍♂️ #BlackExcellence \n#BlackLivesMatter	ecbe2aea853af44e	city	"Tallahassee, FL"	Feature	-84.386548	30.365093	-84.1458	30.587338	Tallahassee	30.4762155	-84.266174
2021-03-16T19:54:27.000Z	26739412	ecbe2aea853af44e	1.37191E+18	@Hakeem26326698 @tariqnasheed #NewHeroz 🦸🏽‍♂️ #21\nhttps://t.co/0UilS88KR8 \n✊🏾✊🏾\n\nSubscribe &amp; Share \n#NewHeroz 🦸🏾‍♂️ #BlackExcellence \n#BlackLivesMatter	ecbe2aea853af44e	city	"Tallahassee, FL"	Feature	-84.386548	30.365093	-84.1458	30.587338	Tallahassee	30.4762155	-84.266174
2021-03-16T19:54:22.000Z	26739412	ecbe2aea853af44e	1.37191E+18	@Jeeveen @hotboxinpodcast @MikeTyson @USSportsAcademy @WHO #NewHeroz 🦸🏽‍♂️ #21\nhttps://t.co/0UilS88KR8 \n✊🏾✊🏾\n\nSubscribe &amp; Share \n#NewHeroz 🦸🏾‍♂️ #BlackExcellence \n#BlackLivesMatter	ecbe2aea853af44e	city	"Tallahassee, FL"	Feature	-84.386548	30.365093	-84.1458	30.587338	Tallahassee	30.4762155	-84.266174
2021-03-16T19:54:17.000Z	167195540	3797791ff9c0e4c6	1.37191E+18	@France24_en @brandongonez please cover this story.  If this were any other group of people there would be backlash. Meghan is light skin and they made her darker/brown skinned for this to emphasize her mother's race.\n#BlackLivesMatter \n#CharlieHebdo \n#BuckinghamPalace https://t.co/vvOuFpv97O	3797791ff9c0e4c6	city	"Toronto, Ontario"	Feature	-79.639319	43.403221	-78.90582	43.855401	Toronto	43.629311	-79.2725695
2021-03-16T19:54:16.000Z	26739412	ecbe2aea853af44e	1.37191E+18	@DRusso97 #NewHeroz 🦸🏽‍♂️ #21\nhttps://t.co/0UilS88KR8 \n✊🏾✊🏾\n\nSubscribe &amp; Share \n#NewHeroz 🦸🏾‍♂️ #BlackExcellence \n#BlackLivesMatter	ecbe2aea853af44e	city	"Tallahassee, FL"	Feature	-84.386548	30.365093	-84.1458	30.587338	Tallahassee	30.4762155	-84.266174
2021-03-16T19:54:10.000Z	26739412	ecbe2aea853af44e	1.37191E+18	@woke__news #NewHeroz 🦸🏽‍♂️ #21\nhttps://t.co/0UilS88KR8 \n✊🏾✊🏾\n\nSubscribe &amp; Share \n#NewHeroz 🦸🏾‍♂️ #BlackExcellence \n#BlackLivesMatter	ecbe2aea853af44e	city	"Tallahassee, FL"	Feature	-84.386548	30.365093	-84.1458	30.587338	Tallahassee	30.4762155	-84.266174
2021-03-16T19:54:04.000Z	26739412	ecbe2aea853af44e	1.37191E+18	@TheTravisRice @NBA @ESPNNBA @ryenarussillo @stephenasmith #NewHeroz 🦸🏽‍♂️ #21\nhttps://t.co/0UilS88KR8 \n✊🏾✊🏾\n\nSubscribe &amp; Share \n#NewHeroz 🦸🏾‍♂️ #BlackExcellence \n#BlackLivesMatter	ecbe2aea853af44e	city	"Tallahassee, FL"	Feature	-84.386548	30.365093	-84.1458	30.587338	Tallahassee	30.4762155	-84.266174
2021-03-16T19:53:57.000Z	26739412	ecbe2aea853af44e	1.37191E+18	@rizzonator92 @windygatesboy @adamgoldberg28 #NewHeroz 🦸🏽‍♂️ #21\nhttps://t.co/0UilS88KR8 \n✊🏾✊🏾\n\nSubscribe &amp; Share \n#NewHeroz 🦸🏾‍♂️ #BlackExcellence \n#BlackLivesMatter	ecbe2aea853af44e	city	"Tallahassee, FL"	Feature	-84.386548	30.365093	-84.1458	30.587338	Tallahassee	30.4762155	-84.266174
2021-03-16T19:53:28.000Z	26739412	ecbe2aea853af44e	1.37191E+18	#NewHeroz 🦸🏽‍♂️ #21\nhttps://t.co/0UilS88KR8 \n✊🏾✊🏾\n\nSubscribe &amp; Share \n#NewHeroz 🦸🏾‍♂️ #BlackExcellence \n#BlackLivesMatter #LA #COMPTON #OPRAH #OBAMA #RIHANNA #BEYONCE #drake #FAMU24 #fsu #BlackWomen #FORCERTAIN #TheWeeknd #WAKANDA #NYC #HARLEM #Tallahassee #NBA #NFL #espn #NBC #CBS	ecbe2aea853af44e	city	"Tallahassee, FL"	Feature	-84.386548	30.365093	-84.1458	30.587338	Tallahassee	30.4762155	-84.266174
2021-03-16T19:49:31.000Z	561749291	00dcc81a0ec32f15	1.37191E+18	As a previous first BLM! https://t.co/GEZvICkGUD	00dcc81a0ec32f15	city	"Kaohsiung City, Taiwan"	Feature	120.175705	22.475809	121.048993	23.471773	Kaohsiung City	22.973791	120.612349
2021-03-16T19:47:31.000Z	1.28013E+18	00c39537733fa112	1.37191E+18	"@AdrienneEAdams1 @NYCCouncil @JumaaneWilliams @nycpa hearing from the people was supposed to start at 2pm? What’s with the delay, is this on purpose? #defundnypd #publicsafetyhearing #blm"	00c39537733fa112	city	"Queens, NY"	Feature	-73.962582	40.541722	-73.699793	40.8000371	Queens	40.67087955	-73.8311875
2021-03-16T19:43:48.000Z	191617018	512a8a4a4c4b4be0	1.37191E+18	@BLM_Drik I’m here for it! It’s a must we take back the beauty industry! We spent the most money in it why not make the most money from it!	512a8a4a4c4b4be0	city	"Charlotte, NC"	Feature	-81.046876	35.001706	-80.646695	35.416412	Charlotte	35.209059	-80.8467855
2021-03-16T19:43:14.000Z	817893866	7ef79c5ab17d518c	1.37191E+18	@teaforpterosaur All progressive movements have to look out for entryists like these.\nBLM have similar SWP problems since they gave up on the Labour party	7ef79c5ab17d518c	city	"Barnet, London"	Feature	-0.2925791	51.555179	-0.12921	51.6685903	Barnet	51.61188465	-0.21089455
2021-03-16T19:42:16.000Z	9.23277E+17	a01c2be8c5283147	1.37191E+18	@RacingPost Should have got the blm or feminist involved wouldn't have been a question about it 🤔silly you	a01c2be8c5283147	city	"Arona, Spain"	Feature	-16.7373796	27.9980541	-16.6364424	28.1194904	Arona	28.05877225	-16.686911
2021-03-16T19:41:46.000Z	1.1179E+18	5c62ffb0f0f3479d	1.37191E+18	@askdadblog @tcrumbs24 @BernardKerik @AmunetCyra @GaSecofState https://t.co/za5s8GJMAX\n\nFYI the number of deaths and destruction from blm/Antifa riots the last year far outnumber the one. With that being said I think all of them are wrong for what they did	5c62ffb0f0f3479d	city	"Phoenix, AZ"	Feature	-112.3239143	33.29026	-111.9254391	33.8154652	Phoenix	33.5528626	-112.1246767
2021-03-16T19:41:39.000Z	181657501	7ae9e2f2ff7a87cd	1.37191E+18	Protests are always scolded at the time and then decades later looked on with fondness. The same people berating BLM protest talk with nostalgia love for the poll tax protests or miners protests. You can’t force change by protesting in a non disruptive manner	7ae9e2f2ff7a87cd	city	"Edinburgh, Scotland"	Feature	-3.3285119	55.894729	-3.077505	55.991662	Edinburgh	55.9431955	-3.20300845
2021-03-16T19:40:49.000Z	191617018	512a8a4a4c4b4be0	1.37191E+18	"@BLM_Drik You’re doing nails? Girl, you will get there it’s all about staying consistent! I wasn’t consistent at first"	512a8a4a4c4b4be0	city	"Charlotte, NC"	Feature	-81.046876	35.001706	-80.646695	35.416412	Charlotte	35.209059	-80.8467855
